Unidades territoriales;Indicadores de renta media;Periodo;Total
2905401019 Fuengirola sección 01019;Renta media por persona ;2016;7.291
2905401019 Fuengirola sección 01019;Renta media por persona ;2015;7.281
2905401019 Fuengirola sección 01019;Renta media por hogar;2017;25.234
2905401019 Fuengirola sección 01019;Renta media por hogar;2016;21.910
2905401019 Fuengirola sección 01019;Renta media por hogar;2015;21.796
2905401020 Fuengirola sección 01020;Renta media por persona ;2017;6.961
2905401020 Fuengirola sección 01020;Renta media por persona ;2016;6.359
2905401020 Fuengirola sección 01020;Renta media por persona ;2015;6.080
2905401020 Fuengirola sección 01020;Renta media por hogar;2017;20.884
2905401020 Fuengirola sección 01020;Renta media por hogar;2016;19.252
2905401020 Fuengirola sección 01020;Renta media por hogar;2015;18.009
2905401021 Fuengirola sección 01021;Renta media por persona ;2017;9.141
2905401021 Fuengirola sección 01021;Renta media por persona ;2016;8.204
2905401021 Fuengirola sección 01021;Renta media por persona ;2015;8.423
2905401021 Fuengirola sección 01021;Renta media por hogar;2017;24.782
2905401021 Fuengirola sección 01021;Renta media por hogar;2016;23.599
2905401021 Fuengirola sección 01021;Renta media por hogar;2015;22.680
2905401022 Fuengirola sección 01022;Renta media por persona ;2017;7.352
2905401022 Fuengirola sección 01022;Renta media por persona ;2016;6.817
2905401022 Fuengirola sección 01022;Renta media por persona ;2015;6.912
2905401022 Fuengirola sección 01022;Renta media por hogar;2017;20.578
2905401022 Fuengirola sección 01022;Renta media por hogar;2016;19.640
2905401022 Fuengirola sección 01022;Renta media por hogar;2015;18.954
2905401023 Fuengirola sección 01023;Renta media por persona ;2017;8.352
2905401023 Fuengirola sección 01023;Renta media por persona ;2016;7.849
2905401023 Fuengirola sección 01023;Renta media por persona ;2015;7.715
2905401023 Fuengirola sección 01023;Renta media por hogar;2017;22.731
2905401023 Fuengirola sección 01023;Renta media por hogar;2016;22.084
2905401023 Fuengirola sección 01023;Renta media por hogar;2015;21.046
2905401024 Fuengirola sección 01024;Renta media por persona ;2017;9.657
2905401024 Fuengirola sección 01024;Renta media por persona ;2016;8.629
2905401024 Fuengirola sección 01024;Renta media por persona ;2015;9.029
2905401024 Fuengirola sección 01024;Renta media por hogar;2017;25.699
2905401024 Fuengirola sección 01024;Renta media por hogar;2016;25.025
2905401024 Fuengirola sección 01024;Renta media por hogar;2015;25.473
2905401025 Fuengirola sección 01025;Renta media por persona ;2017;6.903
2905401025 Fuengirola sección 01025;Renta media por persona ;2016;6.568
2905401025 Fuengirola sección 01025;Renta media por persona ;2015;6.383
2905401025 Fuengirola sección 01025;Renta media por hogar;2017;20.805
2905401025 Fuengirola sección 01025;Renta media por hogar;2016;20.383
2905401025 Fuengirola sección 01025;Renta media por hogar;2015;19.462
2905401026 Fuengirola sección 01026;Renta media por persona ;2017;11.036
2905401026 Fuengirola sección 01026;Renta media por persona ;2016;10.167
2905401026 Fuengirola sección 01026;Renta media por persona ;2015;10.084
2905401026 Fuengirola sección 01026;Renta media por hogar;2017;27.543
2905401026 Fuengirola sección 01026;Renta media por hogar;2016;27.190
2905401026 Fuengirola sección 01026;Renta media por hogar;2015;25.649
2905402 Fuengirola distrito 02;Renta media por persona ;2017;8.672
2905402 Fuengirola distrito 02;Renta media por persona ;2016;7.665
2905402 Fuengirola distrito 02;Renta media por persona ;2015;7.880
2905402 Fuengirola distrito 02;Renta media por hogar;2017;22.527
2905402 Fuengirola distrito 02;Renta media por hogar;2016;21.339
2905402 Fuengirola distrito 02;Renta media por hogar;2015;20.950
2905402001 Fuengirola sección 02001;Renta media por persona ;2017;7.703
2905402001 Fuengirola sección 02001;Renta media por persona ;2016;7.048
2905402001 Fuengirola sección 02001;Renta media por persona ;2015;7.072
2905402001 Fuengirola sección 02001;Renta media por hogar;2017;18.434
2905402001 Fuengirola sección 02001;Renta media por hogar;2016;17.627
2905402001 Fuengirola sección 02001;Renta media por hogar;2015;17.288
2905402002 Fuengirola sección 02002;Renta media por persona ;2017;10.165
2905402002 Fuengirola sección 02002;Renta media por persona ;2016;8.916
2905402002 Fuengirola sección 02002;Renta media por persona ;2015;9.482
2905402002 Fuengirola sección 02002;Renta media por hogar;2017;21.832
2905402002 Fuengirola sección 02002;Renta media por hogar;2016;20.729
2905402002 Fuengirola sección 02002;Renta media por hogar;2015;21.152
2905402003 Fuengirola sección 02003;Renta media por persona ;2017;9.909
2905402003 Fuengirola sección 02003;Renta media por persona ;2016;8.759
2905402003 Fuengirola sección 02003;Renta media por persona ;2015;8.947
2905402003 Fuengirola sección 02003;Renta media por hogar;2017;24.427
2905402003 Fuengirola sección 02003;Renta media por hogar;2016;23.242
2905402003 Fuengirola sección 02003;Renta media por hogar;2015;22.419
2905402004 Fuengirola sección 02004;Renta media por persona ;2017;8.462
2905402004 Fuengirola sección 02004;Renta media por persona ;2016;7.431
2905402004 Fuengirola sección 02004;Renta media por persona ;2015;7.600
2905402004 Fuengirola sección 02004;Renta media por hogar;2017;22.940
2905402004 Fuengirola sección 02004;Renta media por hogar;2016;21.695
2905402004 Fuengirola sección 02004;Renta media por hogar;2015;20.978
2905402005 Fuengirola sección 02005;Renta media por persona ;2017;8.275
2905402005 Fuengirola sección 02005;Renta media por persona ;2016;7.178
2905402005 Fuengirola sección 02005;Renta media por persona ;2015;7.524
2905402005 Fuengirola sección 02005;Renta media por hogar;2017;24.331
2905402005 Fuengirola sección 02005;Renta media por hogar;2016;22.953
2905402005 Fuengirola sección 02005;Renta media por hogar;2015;22.606
2905402006 Fuengirola sección 02006;Renta media por persona ;2017;7.098
2905402006 Fuengirola sección 02006;Renta media por persona ;2016;6.393
2905402006 Fuengirola sección 02006;Renta media por persona ;2015;6.270
2905402006 Fuengirola sección 02006;Renta media por hogar;2017;20.555
2905402006 Fuengirola sección 02006;Renta media por hogar;2016;19.340
2905402006 Fuengirola sección 02006;Renta media por hogar;2015;18.714
2905403 Fuengirola distrito 03;Renta media por persona ;2017;8.870
2905403 Fuengirola distrito 03;Renta media por persona ;2016;7.981
2905403 Fuengirola distrito 03;Renta media por persona ;2015;8.054
2905403 Fuengirola distrito 03;Renta media por hogar;2017;21.589
2905403 Fuengirola distrito 03;Renta media por hogar;2016;20.411
2905403 Fuengirola distrito 03;Renta media por hogar;2015;20.050
2905403001 Fuengirola sección 03001;Renta media por persona ;2017;8.673
2905403001 Fuengirola sección 03001;Renta media por persona ;2016;8.284
2905403001 Fuengirola sección 03001;Renta media por persona ;2015;8.202
2905403001 Fuengirola sección 03001;Renta media por hogar;2017;25.166
2905403001 Fuengirola sección 03001;Renta media por hogar;2016;24.833
2905403001 Fuengirola sección 03001;Renta media por hogar;2015;23.998
2905403002 Fuengirola sección 03002;Renta media por persona ;2017;9.435
2905403002 Fuengirola sección 03002;Renta media por persona ;2016;8.277
2905403002 Fuengirola sección 03002;Renta media por persona ;2015;8.702
2905403002 Fuengirola sección 03002;Renta media por hogar;2017;20.081
2905403002 Fuengirola sección 03002;Renta media por hogar;2016;18.699
2905403002 Fuengirola sección 03002;Renta media por hogar;2015;18.930
2905403003 Fuengirola sección 03003;Renta media por persona ;2017;8.595
2905403003 Fuengirola sección 03003;Renta media por persona ;2016;8.101
2905403003 Fuengirola sección 03003;Renta media por persona ;2015;8.145
2905403003 Fuengirola sección 03003;Renta media por hogar;2017;24.088
2905403003 Fuengirola sección 03003;Renta media por hogar;2016;23.915
2905403003 Fuengirola sección 03003;Renta media por hogar;2015;22.987
2905403004 Fuengirola sección 03004;Renta media por persona ;2017;8.945
2905403004 Fuengirola sección 03004;Renta media por persona ;2016;7.849
2905403004 Fuengirola sección 03004;Renta media por persona ;2015;8.012
2905403004 Fuengirola sección 03004;Renta media por hogar;2017;19.377
2905403004 Fuengirola sección 03004;Renta media por hogar;2016;18.071
2905403004 Fuengirola sección 03004;Renta media por hogar;2015;17.850
2905403005 Fuengirola sección 03005;Renta media por persona ;2017;8.403
2905403005 Fuengirola sección 03005;Renta media por persona ;2016;7.381
2905403005 Fuengirola sección 03005;Renta media por persona ;2015;7.442
2905403005 Fuengirola sección 03005;Renta media por hogar;2017;20.399
2905403005 Fuengirola sección 03005;Renta media por hogar;2016;18.971
2905403005 Fuengirola sección 03005;Renta media por hogar;2015;18.851
2905403006 Fuengirola sección 03006;Renta media por persona ;2017;9.165
2905403006 Fuengirola sección 03006;Renta media por persona ;2016;8.175
2905403006 Fuengirola sección 03006;Renta media por persona ;2015;8.030
2905403006 Fuengirola sección 03006;Renta media por hogar;2017;22.817
2905403006 Fuengirola sección 03006;Renta media por hogar;2016;20.866
2905403006 Fuengirola sección 03006;Renta media por hogar;2015;20.119
29055 Fuente de Piedra;Renta media por persona ;2017;8.374
29055 Fuente de Piedra;Renta media por persona ;2016;7.825
29055 Fuente de Piedra;Renta media por persona ;2015;7.934
29055 Fuente de Piedra;Renta media por hogar;2017;20.646
29055 Fuente de Piedra;Renta media por hogar;2016;19.638
29055 Fuente de Piedra;Renta media por hogar;2015;19.659
2905501 Fuente de Piedra distrito 01;Renta media por persona ;2017;8.374
2905501 Fuente de Piedra distrito 01;Renta media por persona ;2016;7.825
2905501 Fuente de Piedra distrito 01;Renta media por persona ;2015;7.934
2905501 Fuente de Piedra distrito 01;Renta media por hogar;2017;20.646
2905501 Fuente de Piedra distrito 01;Renta media por hogar;2016;19.638
2905501 Fuente de Piedra distrito 01;Renta media por hogar;2015;19.659
2905501001 Fuente de Piedra sección 01001;Renta media por persona ;2017;8.374
2905501001 Fuente de Piedra sección 01001;Renta media por persona ;2016;7.825
2905501001 Fuente de Piedra sección 01001;Renta media por persona ;2015;7.934
2905501001 Fuente de Piedra sección 01001;Renta media por hogar;2017;20.646
2905501001 Fuente de Piedra sección 01001;Renta media por hogar;2016;19.638
2905501001 Fuente de Piedra sección 01001;Renta media por hogar;2015;19.659
29056 Gaucín;Renta media por persona ;2017;7.041
29056 Gaucín;Renta media por persona ;2016;7.123
29056 Gaucín;Renta media por persona ;2015;6.763
29056 Gaucín;Renta media por hogar;2017;16.982
29056 Gaucín;Renta media por hogar;2016;17.149
29056 Gaucín;Renta media por hogar;2015;16.331
2905601 Gaucín distrito 01;Renta media por persona ;2017;7.041
2905601 Gaucín distrito 01;Renta media por persona ;2016;7.123
2905601 Gaucín distrito 01;Renta media por persona ;2015;6.763
2905601 Gaucín distrito 01;Renta media por hogar;2017;16.982
2905601 Gaucín distrito 01;Renta media por hogar;2016;17.149
2905601 Gaucín distrito 01;Renta media por hogar;2015;16.331
2905601001 Gaucín sección 01001;Renta media por persona ;2017;7.041
2905601001 Gaucín sección 01001;Renta media por persona ;2016;7.123
2905601001 Gaucín sección 01001;Renta media por persona ;2015;6.763
2905601001 Gaucín sección 01001;Renta media por hogar;2017;16.982
2905601001 Gaucín sección 01001;Renta media por hogar;2016;17.149
2905601001 Gaucín sección 01001;Renta media por hogar;2015;16.331
29057 Genalguacil;Renta media por persona ;2017;8.476
29057 Genalguacil;Renta media por persona ;2016;7.830
29057 Genalguacil;Renta media por persona ;2015;8.043
29057 Genalguacil;Renta media por hogar;2017;15.648
29057 Genalguacil;Renta media por hogar;2016;15.294
29057 Genalguacil;Renta media por hogar;2015;15.522
2905701 Genalguacil distrito 01;Renta media por persona ;2017;8.476
2905701 Genalguacil distrito 01;Renta media por persona ;2016;7.830
2905701 Genalguacil distrito 01;Renta media por persona ;2015;8.043
2905701 Genalguacil distrito 01;Renta media por hogar;2017;15.648
2905701 Genalguacil distrito 01;Renta media por hogar;2016;15.294
2905701 Genalguacil distrito 01;Renta media por hogar;2015;15.522
2905701001 Genalguacil sección 01001;Renta media por persona ;2017;8.476
2905701001 Genalguacil sección 01001;Renta media por persona ;2016;7.830
2905701001 Genalguacil sección 01001;Renta media por persona ;2015;8.043
2905701001 Genalguacil sección 01001;Renta media por hogar;2017;15.648
2905701001 Genalguacil sección 01001;Renta media por hogar;2016;15.294
2905701001 Genalguacil sección 01001;Renta media por hogar;2015;15.522
29058 Guaro;Renta media por persona ;2017;7.740
29058 Guaro;Renta media por persona ;2016;7.258
29058 Guaro;Renta media por persona ;2015;7.322
29058 Guaro;Renta media por hogar;2017;20.131
29058 Guaro;Renta media por hogar;2016;19.468
29058 Guaro;Renta media por hogar;2015;19.161
2905801 Guaro distrito 01;Renta media por persona ;2017;7.740
2905801 Guaro distrito 01;Renta media por persona ;2016;7.258
2905801 Guaro distrito 01;Renta media por persona ;2015;7.322
2905801 Guaro distrito 01;Renta media por hogar;2017;20.131
2905801 Guaro distrito 01;Renta media por hogar;2016;19.468
2905801 Guaro distrito 01;Renta media por hogar;2015;19.161
2905801001 Guaro sección 01001;Renta media por persona ;2017;7.740
2905801001 Guaro sección 01001;Renta media por persona ;2016;7.258
2905801001 Guaro sección 01001;Renta media por persona ;2015;7.322
2905801001 Guaro sección 01001;Renta media por hogar;2017;20.131
2905801001 Guaro sección 01001;Renta media por hogar;2016;19.468
2905801001 Guaro sección 01001;Renta media por hogar;2015;19.161
29059 Humilladero;Renta media por persona ;2017;7.866
29059 Humilladero;Renta media por persona ;2016;7.562
29059 Humilladero;Renta media por persona ;2015;7.382
29059 Humilladero;Renta media por hogar;2017;15.391
29059 Humilladero;Renta media por hogar;2016;14.818
29059 Humilladero;Renta media por hogar;2015;14.512
2905901 Humilladero distrito 01;Renta media por persona ;2017;7.866
2905901 Humilladero distrito 01;Renta media por persona ;2016;7.562
2905901 Humilladero distrito 01;Renta media por persona ;2015;7.382
2905901 Humilladero distrito 01;Renta media por hogar;2017;15.391
2905901 Humilladero distrito 01;Renta media por hogar;2016;14.818
2905901 Humilladero distrito 01;Renta media por hogar;2015;14.512
2905901001 Humilladero sección 01001;Renta media por persona ;2017;8.212
2905901001 Humilladero sección 01001;Renta media por persona ;2016;7.762
2905901001 Humilladero sección 01001;Renta media por persona ;2015;7.526
2905901001 Humilladero sección 01001;Renta media por hogar;2017;15.050
2905901001 Humilladero sección 01001;Renta media por hogar;2016;14.570
2905901001 Humilladero sección 01001;Renta media por hogar;2015;14.342
2905901002 Humilladero sección 01002;Renta media por persona ;2017;7.597
2905901002 Humilladero sección 01002;Renta media por persona ;2016;7.387
2905901002 Humilladero sección 01002;Renta media por persona ;2015;7.251
2905901002 Humilladero sección 01002;Renta media por hogar;2017;15.690
2905901002 Humilladero sección 01002;Renta media por hogar;2016;15.053
2905901002 Humilladero sección 01002;Renta media por hogar;2015;14.676
29060 Igualeja;Renta media por persona ;2017;9.774
29060 Igualeja;Renta media por persona ;2016;9.307
29060 Igualeja;Renta media por persona ;2015;9.386
29060 Igualeja;Renta media por hogar;2017;22.521
29060 Igualeja;Renta media por hogar;2016;21.532
29060 Igualeja;Renta media por hogar;2015;22.003
2906001 Igualeja distrito 01;Renta media por persona ;2017;9.774
2906001 Igualeja distrito 01;Renta media por persona ;2016;9.307
2906001 Igualeja distrito 01;Renta media por persona ;2015;9.386
2906001 Igualeja distrito 01;Renta media por hogar;2017;22.521
2906001 Igualeja distrito 01;Renta media por hogar;2016;21.532
2906001 Igualeja distrito 01;Renta media por hogar;2015;22.003
2906001001 Igualeja sección 01001;Renta media por persona ;2017;9.774
2906001001 Igualeja sección 01001;Renta media por persona ;2016;9.307
2906001001 Igualeja sección 01001;Renta media por persona ;2015;9.386
2906001001 Igualeja sección 01001;Renta media por hogar;2017;22.521
2906001001 Igualeja sección 01001;Renta media por hogar;2016;21.532
2906001001 Igualeja sección 01001;Renta media por hogar;2015;22.003
29061 Istán;Renta media por persona ;2017;9.349
29061 Istán;Renta media por persona ;2016;8.771
29061 Istán;Renta media por persona ;2015;8.933
29061 Istán;Renta media por hogar;2017;21.867
29061 Istán;Renta media por hogar;2016;20.972
29061 Istán;Renta media por hogar;2015;20.987
2906101 Istán distrito 01;Renta media por persona ;2017;9.349
2906101 Istán distrito 01;Renta media por persona ;2016;8.771
2906101 Istán distrito 01;Renta media por persona ;2015;8.933
2906101 Istán distrito 01;Renta media por hogar;2017;21.867
2906101 Istán distrito 01;Renta media por hogar;2016;20.972
2906101 Istán distrito 01;Renta media por hogar;2015;20.987
2906101001 Istán sección 01001;Renta media por persona ;2017;9.349
2906101001 Istán sección 01001;Renta media por persona ;2016;8.771
2906101001 Istán sección 01001;Renta media por persona ;2015;8.933
2906101001 Istán sección 01001;Renta media por hogar;2017;21.867
2906101001 Istán sección 01001;Renta media por hogar;2016;20.972
2906101001 Istán sección 01001;Renta media por hogar;2015;20.987
29062 Iznate;Renta media por persona ;2017;6.822
29062 Iznate;Renta media por persona ;2016;6.043
29062 Iznate;Renta media por persona ;2015;6.022
29062 Iznate;Renta media por hogar;2017;16.260
29062 Iznate;Renta media por hogar;2016;15.254
29062 Iznate;Renta media por hogar;2015;14.780
2906201 Iznate distrito 01;Renta media por persona ;2017;6.822
2906201 Iznate distrito 01;Renta media por persona ;2016;6.043
2906201 Iznate distrito 01;Renta media por persona ;2015;6.022
2906201 Iznate distrito 01;Renta media por hogar;2017;16.260
2906201 Iznate distrito 01;Renta media por hogar;2016;15.254
2906201 Iznate distrito 01;Renta media por hogar;2015;14.780
2906201001 Iznate sección 01001;Renta media por persona ;2017;6.822
2906201001 Iznate sección 01001;Renta media por persona ;2016;6.043
2906201001 Iznate sección 01001;Renta media por persona ;2015;6.022
2906201001 Iznate sección 01001;Renta media por hogar;2017;16.260
2906201001 Iznate sección 01001;Renta media por hogar;2016;15.254
2906201001 Iznate sección 01001;Renta media por hogar;2015;14.780
29063 Jimera de Líbar;Renta media por persona ;2017;9.294
29063 Jimera de Líbar;Renta media por persona ;2016;8.619
29063 Jimera de Líbar;Renta media por persona ;2015;8.605
29063 Jimera de Líbar;Renta media por hogar;2017;19.326
29063 Jimera de Líbar;Renta media por hogar;2016;17.558
29063 Jimera de Líbar;Renta media por hogar;2015;17.844
2906301 Jimera de Líbar distrito 01;Renta media por persona ;2017;9.294
2906301 Jimera de Líbar distrito 01;Renta media por persona ;2016;8.619
2906301 Jimera de Líbar distrito 01;Renta media por persona ;2015;8.605
2906301 Jimera de Líbar distrito 01;Renta media por hogar;2017;19.326
2906301 Jimera de Líbar distrito 01;Renta media por hogar;2016;17.558
2906301 Jimera de Líbar distrito 01;Renta media por hogar;2015;17.844
2906301001 Jimera de Líbar sección 01001;Renta media por persona ;2017;9.294
2906301001 Jimera de Líbar sección 01001;Renta media por persona ;2016;8.619
2906301001 Jimera de Líbar sección 01001;Renta media por persona ;2015;8.605
2906301001 Jimera de Líbar sección 01001;Renta media por hogar;2017;19.326
2906301001 Jimera de Líbar sección 01001;Renta media por hogar;2016;17.558
2906301001 Jimera de Líbar sección 01001;Renta media por hogar;2015;17.844
29064 Jubrique;Renta media por persona ;2017;7.832
29064 Jubrique;Renta media por persona ;2016;7.179
29064 Jubrique;Renta media por persona ;2015;7.362
29064 Jubrique;Renta media por hogar;2017;14.630
29064 Jubrique;Renta media por hogar;2016;13.661
29064 Jubrique;Renta media por hogar;2015;14.079
2906401 Jubrique distrito 01;Renta media por persona ;2017;7.832
2906401 Jubrique distrito 01;Renta media por persona ;2016;7.179
2906401 Jubrique distrito 01;Renta media por persona ;2015;7.362
2906401 Jubrique distrito 01;Renta media por hogar;2017;14.630
2906401 Jubrique distrito 01;Renta media por hogar;2016;13.661
2906401 Jubrique distrito 01;Renta media por hogar;2015;14.079
2906401001 Jubrique sección 01001;Renta media por persona ;2017;7.832
2906401001 Jubrique sección 01001;Renta media por persona ;2016;7.179
2906401001 Jubrique sección 01001;Renta media por persona ;2015;7.362
2906401001 Jubrique sección 01001;Renta media por hogar;2017;14.630
2906401001 Jubrique sección 01001;Renta media por hogar;2016;13.661
2906401001 Jubrique sección 01001;Renta media por hogar;2015;14.079
29065 Júzcar;Renta media por persona ;2017;8.984
29065 Júzcar;Renta media por persona ;2016;7.458
29065 Júzcar;Renta media por persona ;2015;7.220
29065 Júzcar;Renta media por hogar;2017;19.337
29065 Júzcar;Renta media por hogar;2016;16.614
29065 Júzcar;Renta media por hogar;2015;15.786
2906501 Júzcar distrito 01;Renta media por persona ;2017;8.984
2906501 Júzcar distrito 01;Renta media por persona ;2016;7.458
2906501 Júzcar distrito 01;Renta media por persona ;2015;7.220
2906501 Júzcar distrito 01;Renta media por hogar;2017;19.337
2906501 Júzcar distrito 01;Renta media por hogar;2016;16.614
2906501 Júzcar distrito 01;Renta media por hogar;2015;15.786
2906501001 Júzcar sección 01001;Renta media por persona ;2017;8.984
2906501001 Júzcar sección 01001;Renta media por persona ;2016;7.458
2906501001 Júzcar sección 01001;Renta media por persona ;2015;7.220
2906501001 Júzcar sección 01001;Renta media por hogar;2017;19.337
2906501001 Júzcar sección 01001;Renta media por hogar;2016;16.614
2906501001 Júzcar sección 01001;Renta media por hogar;2015;15.786
29066 Macharaviaya;Renta media por persona ;2017;8.233
29066 Macharaviaya;Renta media por persona ;2016;7.364
29066 Macharaviaya;Renta media por persona ;2015;7.479
29066 Macharaviaya;Renta media por hogar;2017;21.277
29066 Macharaviaya;Renta media por hogar;2016;20.186
29066 Macharaviaya;Renta media por hogar;2015;20.364
2906601 Macharaviaya distrito 01;Renta media por persona ;2017;8.233
2906601 Macharaviaya distrito 01;Renta media por persona ;2016;7.364
2906601 Macharaviaya distrito 01;Renta media por persona ;2015;7.479
2906601 Macharaviaya distrito 01;Renta media por hogar;2017;21.277
2906601 Macharaviaya distrito 01;Renta media por hogar;2016;20.186
2906601 Macharaviaya distrito 01;Renta media por hogar;2015;20.364
2906601001 Macharaviaya sección 01001;Renta media por persona ;2017;8.233
2906601001 Macharaviaya sección 01001;Renta media por persona ;2016;7.364
2906601001 Macharaviaya sección 01001;Renta media por persona ;2015;7.479
2906601001 Macharaviaya sección 01001;Renta media por hogar;2017;21.277
2906601001 Macharaviaya sección 01001;Renta media por hogar;2016;20.186
2906601001 Macharaviaya sección 01001;Renta media por hogar;2015;20.364
29067 Málaga;Renta media por persona ;2017;10.119
29067 Málaga;Renta media por persona ;2016;9.746
29067 Málaga;Renta media por persona ;2015;9.476
29067 Málaga;Renta media por hogar;2017;27.525
29067 Málaga;Renta media por hogar;2016;26.673
29067 Málaga;Renta media por hogar;2015;25.921
2906701 Málaga distrito 01;Renta media por persona ;2017;15.534
2906701 Málaga distrito 01;Renta media por persona ;2016;15.311
2906701 Málaga distrito 01;Renta media por persona ;2015;14.957
2906701 Málaga distrito 01;Renta media por hogar;2017;32.161
2906701 Málaga distrito 01;Renta media por hogar;2016;31.628
2906701 Málaga distrito 01;Renta media por hogar;2015;31.325
2906701001 Málaga sección 01001;Renta media por persona ;2017;14.172
2906701001 Málaga sección 01001;Renta media por persona ;2016;13.482
2906701001 Málaga sección 01001;Renta media por persona ;2015;13.358
2906701001 Málaga sección 01001;Renta media por hogar;2017;28.642
2906701001 Málaga sección 01001;Renta media por hogar;2016;27.698
2906701001 Málaga sección 01001;Renta media por hogar;2015;27.450
2906701002 Málaga sección 01002;Renta media por persona ;2017;17.212
2906701002 Málaga sección 01002;Renta media por persona ;2016;18.442
2906701002 Málaga sección 01002;Renta media por persona ;2015;18.191
2906701002 Málaga sección 01002;Renta media por hogar;2017;31.571
2906701002 Málaga sección 01002;Renta media por hogar;2016;33.379
2906701002 Málaga sección 01002;Renta media por hogar;2015;32.577
2906701003 Málaga sección 01003;Renta media por persona ;2017;15.925
2906701003 Málaga sección 01003;Renta media por persona ;2016;15.587
2906701003 Málaga sección 01003;Renta media por persona ;2015;14.823
2906701003 Málaga sección 01003;Renta media por hogar;2017;36.239
2906701003 Málaga sección 01003;Renta media por hogar;2016;34.655
2906701003 Málaga sección 01003;Renta media por hogar;2015;34.282
2906701004 Málaga sección 01004;Renta media por persona ;2017;15.437
2906701004 Málaga sección 01004;Renta media por persona ;2016;15.049
2906701004 Málaga sección 01004;Renta media por persona ;2015;14.757
2906701004 Málaga sección 01004;Renta media por hogar;2017;32.048
2906701004 Málaga sección 01004;Renta media por hogar;2016;31.523
2906701004 Málaga sección 01004;Renta media por hogar;2015;31.505
2906702 Málaga distrito 02;Renta media por persona ;2017;14.954
2906702 Málaga distrito 02;Renta media por persona ;2016;14.371
2906702 Málaga distrito 02;Renta media por persona ;2015;13.902
2906702 Málaga distrito 02;Renta media por hogar;2017;43.292
2906702 Málaga distrito 02;Renta media por hogar;2016;41.971
2906702 Málaga distrito 02;Renta media por hogar;2015;40.706
2906702001 Málaga sección 02001;Renta media por persona ;2017;18.419
2906702001 Málaga sección 02001;Renta media por persona ;2016;18.342
2906702001 Málaga sección 02001;Renta media por persona ;2015;15.604
2906702001 Málaga sección 02001;Renta media por hogar;2017;35.691
2906702001 Málaga sección 02001;Renta media por hogar;2016;36.226
2906702001 Málaga sección 02001;Renta media por hogar;2015;30.787
2906702002 Málaga sección 02002;Renta media por persona ;2017;18.307
2906702002 Málaga sección 02002;Renta media por persona ;2016;17.819
2906702002 Málaga sección 02002;Renta media por persona ;2015;17.018
2906702002 Málaga sección 02002;Renta media por hogar;2017;46.220
2906702002 Málaga sección 02002;Renta media por hogar;2016;44.528
2906702002 Málaga sección 02002;Renta media por hogar;2015;42.890
2906702003 Málaga sección 02003;Renta media por persona ;2017;12.321
2906702003 Málaga sección 02003;Renta media por persona ;2016;11.810
2906702003 Málaga sección 02003;Renta media por persona ;2015;11.344
2906702003 Málaga sección 02003;Renta media por hogar;2017;37.738
2906702003 Málaga sección 02003;Renta media por hogar;2016;36.250
2906702003 Málaga sección 02003;Renta media por hogar;2015;34.792
2906702004 Málaga sección 02004;Renta media por persona ;2017;18.590
2906702004 Málaga sección 02004;Renta media por persona ;2016;16.933
2906702004 Málaga sección 02004;Renta media por persona ;2015;16.903
2906702004 Málaga sección 02004;Renta media por hogar;2017;53.645
2906702004 Málaga sección 02004;Renta media por hogar;2016;48.086
2906702004 Málaga sección 02004;Renta media por hogar;2015;47.453
2906702005 Málaga sección 02005;Renta media por persona ;2017;17.073
2906702005 Málaga sección 02005;Renta media por persona ;2016;11.951
2906702005 Málaga sección 02005;Renta media por persona ;2015;16.291
2906702005 Málaga sección 02005;Renta media por hogar;2017;40.359
2906702005 Málaga sección 02005;Renta media por hogar;2016;28.576
2906702005 Málaga sección 02005;Renta media por hogar;2015;38.243
2906702006 Málaga sección 02006;Renta media por persona ;2017;20.197
2906702006 Málaga sección 02006;Renta media por persona ;2016;20.285
2906702006 Málaga sección 02006;Renta media por persona ;2015;18.930
2906702006 Málaga sección 02006;Renta media por hogar;2017;45.314
2906702006 Málaga sección 02006;Renta media por hogar;2016;45.386
2906702006 Málaga sección 02006;Renta media por hogar;2015;42.021
2906702007 Málaga sección 02007;Renta media por persona ;2017;20.740
2906702007 Málaga sección 02007;Renta media por persona ;2016;20.843
2906702007 Málaga sección 02007;Renta media por persona ;2015;19.141
2906702007 Málaga sección 02007;Renta media por hogar;2017;56.374
2906702007 Málaga sección 02007;Renta media por hogar;2016;56.484
2906702007 Málaga sección 02007;Renta media por hogar;2015;52.823
2906702008 Málaga sección 02008;Renta media por persona ;2017;20.643
2906702008 Málaga sección 02008;Renta media por persona ;2016;19.732
2906702008 Málaga sección 02008;Renta media por persona ;2015;18.724
2906702008 Málaga sección 02008;Renta media por hogar;2017;62.058
2906702008 Málaga sección 02008;Renta media por hogar;2016;58.830
2906702008 Málaga sección 02008;Renta media por hogar;2015;56.577
2906702009 Málaga sección 02009;Renta media por persona ;2017;7.224
2906702009 Málaga sección 02009;Renta media por persona ;2016;6.863
2906702009 Málaga sección 02009;Renta media por persona ;2015;6.577
2906702009 Málaga sección 02009;Renta media por hogar;2017;21.342
2906702009 Málaga sección 02009;Renta media por hogar;2016;20.545
2906702009 Málaga sección 02009;Renta media por hogar;2015;20.277
2906702010 Málaga sección 02010;Renta media por persona ;2017;19.355
2906702010 Málaga sección 02010;Renta media por persona ;2016;19.448
