Unidades territoriales;Indicadores de renta media;Periodo;Total
1400802 Belalcázar distrito 02;Renta media por persona ;2015;7.557
1400802 Belalcázar distrito 02;Renta media por hogar;2017;20.807
1400802 Belalcázar distrito 02;Renta media por hogar;2016;19.868
1400802 Belalcázar distrito 02;Renta media por hogar;2015;19.532
1400802001 Belalcázar sección 02001;Renta media por persona ;2017;8.208
1400802001 Belalcázar sección 02001;Renta media por persona ;2016;7.868
1400802001 Belalcázar sección 02001;Renta media por persona ;2015;7.557
1400802001 Belalcázar sección 02001;Renta media por hogar;2017;20.807
1400802001 Belalcázar sección 02001;Renta media por hogar;2016;19.868
1400802001 Belalcázar sección 02001;Renta media por hogar;2015;19.532
1400803 Belalcázar distrito 03;Renta media por persona ;2017;8.132
1400803 Belalcázar distrito 03;Renta media por persona ;2016;7.895
1400803 Belalcázar distrito 03;Renta media por persona ;2015;7.441
1400803 Belalcázar distrito 03;Renta media por hogar;2017;19.821
1400803 Belalcázar distrito 03;Renta media por hogar;2016;19.655
1400803 Belalcázar distrito 03;Renta media por hogar;2015;18.779
1400803001 Belalcázar sección 03001;Renta media por persona ;2017;8.132
1400803001 Belalcázar sección 03001;Renta media por persona ;2016;7.895
1400803001 Belalcázar sección 03001;Renta media por persona ;2015;7.441
1400803001 Belalcázar sección 03001;Renta media por hogar;2017;19.821
1400803001 Belalcázar sección 03001;Renta media por hogar;2016;19.655
1400803001 Belalcázar sección 03001;Renta media por hogar;2015;18.779
1400804 Belalcázar distrito 04;Renta media por persona ;2017;7.531
1400804 Belalcázar distrito 04;Renta media por persona ;2016;7.132
1400804 Belalcázar distrito 04;Renta media por persona ;2015;6.892
1400804 Belalcázar distrito 04;Renta media por hogar;2017;19.883
1400804 Belalcázar distrito 04;Renta media por hogar;2016;19.040
1400804 Belalcázar distrito 04;Renta media por hogar;2015;18.680
1400804001 Belalcázar sección 04001;Renta media por persona ;2017;7.531
1400804001 Belalcázar sección 04001;Renta media por persona ;2016;7.132
1400804001 Belalcázar sección 04001;Renta media por persona ;2015;6.892
1400804001 Belalcázar sección 04001;Renta media por hogar;2017;19.883
1400804001 Belalcázar sección 04001;Renta media por hogar;2016;19.040
1400804001 Belalcázar sección 04001;Renta media por hogar;2015;18.680
14009 Belmez;Renta media por persona ;2017;9.080
14009 Belmez;Renta media por persona ;2016;8.692
14009 Belmez;Renta media por persona ;2015;8.285
14009 Belmez;Renta media por hogar;2017;23.200
14009 Belmez;Renta media por hogar;2016;22.531
14009 Belmez;Renta media por hogar;2015;21.562
1400901 Belmez distrito 01;Renta media por persona ;2017;9.505
1400901 Belmez distrito 01;Renta media por persona ;2016;9.167
1400901 Belmez distrito 01;Renta media por persona ;2015;8.931
1400901 Belmez distrito 01;Renta media por hogar;2017;23.701
1400901 Belmez distrito 01;Renta media por hogar;2016;23.138
1400901 Belmez distrito 01;Renta media por hogar;2015;23.592
1400901001 Belmez sección 01001;Renta media por persona ;2017;9.239
1400901001 Belmez sección 01001;Renta media por persona ;2016;8.608
1400901001 Belmez sección 01001;Renta media por persona ;2015;8.368
1400901001 Belmez sección 01001;Renta media por hogar;2017;23.955
1400901001 Belmez sección 01001;Renta media por hogar;2016;21.922
