Unidades territoriales;Indicadores de renta media;Periodo;Total
21019 Campofrío;Renta media por persona ;2017;8.710
21019 Campofrío;Renta media por persona ;2016;8.282
21019 Campofrío;Renta media por persona ;2015;7.960
21019 Campofrío;Renta media por hogar;2017;20.448
21019 Campofrío;Renta media por hogar;2016;19.506
21019 Campofrío;Renta media por hogar;2015;19.094
2101901 Campofrío distrito 01;Renta media por persona ;2017;8.710
2101901 Campofrío distrito 01;Renta media por persona ;2016;8.282
2101901 Campofrío distrito 01;Renta media por persona ;2015;7.960
2101901 Campofrío distrito 01;Renta media por hogar;2017;20.448
2101901 Campofrío distrito 01;Renta media por hogar;2016;19.506
2101901 Campofrío distrito 01;Renta media por hogar;2015;19.094
2101901001 Campofrío sección 01001;Renta media por persona ;2017;8.710
2101901001 Campofrío sección 01001;Renta media por persona ;2016;8.282
2101901001 Campofrío sección 01001;Renta media por persona ;2015;7.960
2101901001 Campofrío sección 01001;Renta media por hogar;2017;20.448
2101901001 Campofrío sección 01001;Renta media por hogar;2016;19.506
2101901001 Campofrío sección 01001;Renta media por hogar;2015;19.094
21020 Cañaveral de León;Renta media por persona ;2017;7.564
21020 Cañaveral de León;Renta media por persona ;2016;7.564
21020 Cañaveral de León;Renta media por persona ;2015;7.264
21020 Cañaveral de León;Renta media por hogar;2017;15.582
21020 Cañaveral de León;Renta media por hogar;2016;15.650
21020 Cañaveral de León;Renta media por hogar;2015;14.966
2102001 Cañaveral de León distrito 01;Renta media por persona ;2017;7.564
2102001 Cañaveral de León distrito 01;Renta media por persona ;2016;7.564
2102001 Cañaveral de León distrito 01;Renta media por persona ;2015;7.264
2102001 Cañaveral de León distrito 01;Renta media por hogar;2017;15.582
2102001 Cañaveral de León distrito 01;Renta media por hogar;2016;15.650
2102001 Cañaveral de León distrito 01;Renta media por hogar;2015;14.966
2102001001 Cañaveral de León sección 01001;Renta media por persona ;2017;7.564
2102001001 Cañaveral de León sección 01001;Renta media por persona ;2016;7.564
2102001001 Cañaveral de León sección 01001;Renta media por persona ;2015;7.264
2102001001 Cañaveral de León sección 01001;Renta media por hogar;2017;15.582
2102001001 Cañaveral de León sección 01001;Renta media por hogar;2016;15.650
2102001001 Cañaveral de León sección 01001;Renta media por hogar;2015;14.966
21021 Cartaya;Renta media por persona ;2017;8.306
21021 Cartaya;Renta media por persona ;2016;7.788
21021 Cartaya;Renta media por persona ;2015;7.687
21021 Cartaya;Renta media por hogar;2017;23.593
21021 Cartaya;Renta media por hogar;2016;22.745
21021 Cartaya;Renta media por hogar;2015;21.915
2102101 Cartaya distrito 01;Renta media por persona ;2017;7.312
2102101 Cartaya distrito 01;Renta media por persona ;2016;6.763
2102101 Cartaya distrito 01;Renta media por persona ;2015;6.725
2102101 Cartaya distrito 01;Renta media por hogar;2017;21.633
2102101 Cartaya distrito 01;Renta media por hogar;2016;20.603
2102101 Cartaya distrito 01;Renta media por hogar;2015;19.781
2102101001 Cartaya sección 01001;Renta media por persona ;2017;8.039
2102101001 Cartaya sección 01001;Renta media por persona ;2016;7.478
2102101001 Cartaya sección 01001;Renta media por persona ;2015;7.536
2102101001 Cartaya sección 01001;Renta media por hogar;2017;23.335
2102101001 Cartaya sección 01001;Renta media por hogar;2016;21.915
2102101001 Cartaya sección 01001;Renta media por hogar;2015;21.371
2102101002 Cartaya sección 01002;Renta media por persona ;2017;6.322
2102101002 Cartaya sección 01002;Renta media por persona ;2016;5.902
2102101002 Cartaya sección 01002;Renta media por persona ;2015;5.761
2102101002 Cartaya sección 01002;Renta media por hogar;2017;19.175
2102101002 Cartaya sección 01002;Renta media por hogar;2016;17.927
2102101002 Cartaya sección 01002;Renta media por hogar;2015;17.103
2102101003 Cartaya sección 01003;Renta media por persona ;2017;7.687
2102101003 Cartaya sección 01003;Renta media por persona ;2016;7.001
2102101003 Cartaya sección 01003;Renta media por persona ;2015;7.006
2102101003 Cartaya sección 01003;Renta media por hogar;2017;21.639
2102101003 Cartaya sección 01003;Renta media por hogar;2016;21.476
2102101003 Cartaya sección 01003;Renta media por hogar;2015;19.912
2102101004 Cartaya sección 01004;Renta media por persona ;2017;7.431
2102101004 Cartaya sección 01004;Renta media por persona ;2016;6.868
2102101004 Cartaya sección 01004;Renta media por persona ;2015;6.878
2102101004 Cartaya sección 01004;Renta media por hogar;2017;22.235
2102101004 Cartaya sección 01004;Renta media por hogar;2016;21.126
2102101004 Cartaya sección 01004;Renta media por hogar;2015;20.692
2102101005 Cartaya sección 01005;Renta media por persona ;2017;7.133
2102101005 Cartaya sección 01005;Renta media por persona ;2016;6.603
2102101005 Cartaya sección 01005;Renta media por persona ;2015;6.485
2102101005 Cartaya sección 01005;Renta media por hogar;2017;21.622
2102101005 Cartaya sección 01005;Renta media por hogar;2016;20.313
2102101005 Cartaya sección 01005;Renta media por hogar;2015;19.398
2102102 Cartaya distrito 02;Renta media por persona ;2017;9.153
2102102 Cartaya distrito 02;Renta media por persona ;2016;8.660
2102102 Cartaya distrito 02;Renta media por persona ;2015;8.491
2102102 Cartaya distrito 02;Renta media por hogar;2017;25.141
2102102 Cartaya distrito 02;Renta media por hogar;2016;24.432
2102102 Cartaya distrito 02;Renta media por hogar;2015;23.601
2102102001 Cartaya sección 02001;Renta media por persona ;2017;7.706
2102102001 Cartaya sección 02001;Renta media por persona ;2016;7.313
2102102001 Cartaya sección 02001;Renta media por persona ;2015;7.047
2102102001 Cartaya sección 02001;Renta media por hogar;2017;23.356
2102102001 Cartaya sección 02001;Renta media por hogar;2016;22.729
2102102001 Cartaya sección 02001;Renta media por hogar;2015;21.651
2102102002 Cartaya sección 02002;Renta media por persona ;2017;7.683
2102102002 Cartaya sección 02002;Renta media por persona ;2016;7.259
2102102002 Cartaya sección 02002;Renta media por persona ;2015;6.753
2102102002 Cartaya sección 02002;Renta media por hogar;2017;23.328
2102102002 Cartaya sección 02002;Renta media por hogar;2016;22.447
2102102002 Cartaya sección 02002;Renta media por hogar;2015;20.594
2102102003 Cartaya sección 02003;Renta media por persona ;2017;8.181
2102102003 Cartaya sección 02003;Renta media por persona ;2016;7.453
2102102003 Cartaya sección 02003;Renta media por persona ;2015;7.472
2102102003 Cartaya sección 02003;Renta media por hogar;2017;25.213
2102102003 Cartaya sección 02003;Renta media por hogar;2016;23.275
2102102003 Cartaya sección 02003;Renta media por hogar;2015;22.690
2102102004 Cartaya sección 02004;Renta media por persona ;2017;7.021
2102102004 Cartaya sección 02004;Renta media por persona ;2016;6.520
2102102004 Cartaya sección 02004;Renta media por persona ;2015;6.609
2102102004 Cartaya sección 02004;Renta media por hogar;2017;20.595
2102102004 Cartaya sección 02004;Renta media por hogar;2016;20.019
2102102004 Cartaya sección 02004;Renta media por hogar;2015;19.603
2102102005 Cartaya sección 02005;Renta media por persona ;2017;11.724
2102102005 Cartaya sección 02005;Renta media por persona ;2016;11.542
2102102005 Cartaya sección 02005;Renta media por persona ;2015;11.184
2102102005 Cartaya sección 02005;Renta media por hogar;2017;28.010
2102102005 Cartaya sección 02005;Renta media por hogar;2016;28.431
2102102005 Cartaya sección 02005;Renta media por hogar;2015;27.288
2102102006 Cartaya sección 02006;Renta media por persona ;2017;15.507
2102102006 Cartaya sección 02006;Renta media por persona ;2016;14.464
2102102006 Cartaya sección 02006;Renta media por persona ;2015;14.468
2102102006 Cartaya sección 02006;Renta media por hogar;2017;31.586
2102102006 Cartaya sección 02006;Renta media por hogar;2016;29.981
2102102006 Cartaya sección 02006;Renta media por hogar;2015;30.218
21022 Castaño del Robledo;Renta media por persona ;2017;8.796
21022 Castaño del Robledo;Renta media por persona ;2016;8.133
21022 Castaño del Robledo;Renta media por persona ;2015;8.474
21022 Castaño del Robledo;Renta media por hogar;2017;17.153
21022 Castaño del Robledo;Renta media por hogar;2016;16.188
21022 Castaño del Robledo;Renta media por hogar;2015;16.693
2102201 Castaño del Robledo distrito 01;Renta media por persona ;2017;8.796
2102201 Castaño del Robledo distrito 01;Renta media por persona ;2016;8.133
2102201 Castaño del Robledo distrito 01;Renta media por persona ;2015;8.474
2102201 Castaño del Robledo distrito 01;Renta media por hogar;2017;17.153
2102201 Castaño del Robledo distrito 01;Renta media por hogar;2016;16.188
2102201 Castaño del Robledo distrito 01;Renta media por hogar;2015;16.693
2102201001 Castaño del Robledo sección 01001;Renta media por persona ;2017;8.796
2102201001 Castaño del Robledo sección 01001;Renta media por persona ;2016;8.133
2102201001 Castaño del Robledo sección 01001;Renta media por persona ;2015;8.474
2102201001 Castaño del Robledo sección 01001;Renta media por hogar;2017;17.153
2102201001 Castaño del Robledo sección 01001;Renta media por hogar;2016;16.188
2102201001 Castaño del Robledo sección 01001;Renta media por hogar;2015;16.693
21023 Cerro de Andévalo, El;Renta media por persona ;2017;8.617
21023 Cerro de Andévalo, El;Renta media por persona ;2016;8.205
21023 Cerro de Andévalo, El;Renta media por persona ;2015;8.059
21023 Cerro de Andévalo, El;Renta media por hogar;2017;20.927
21023 Cerro de Andévalo, El;Renta media por hogar;2016;19.803
21023 Cerro de Andévalo, El;Renta media por hogar;2015;19.685
2102301 Cerro de Andévalo, El distrito 01;Renta media por persona ;2017;8.617
2102301 Cerro de Andévalo, El distrito 01;Renta media por persona ;2016;8.205
2102301 Cerro de Andévalo, El distrito 01;Renta media por persona ;2015;8.059
2102301 Cerro de Andévalo, El distrito 01;Renta media por hogar;2017;20.927
2102301 Cerro de Andévalo, El distrito 01;Renta media por hogar;2016;19.803
2102301 Cerro de Andévalo, El distrito 01;Renta media por hogar;2015;19.685
2102301001 Cerro de Andévalo, El sección 01001;Renta media por persona ;2017;8.499
2102301001 Cerro de Andévalo, El sección 01001;Renta media por persona ;2016;8.063
2102301001 Cerro de Andévalo, El sección 01001;Renta media por persona ;2015;7.938
2102301001 Cerro de Andévalo, El sección 01001;Renta media por hogar;2017;21.401
2102301001 Cerro de Andévalo, El sección 01001;Renta media por hogar;2016;20.007
2102301001 Cerro de Andévalo, El sección 01001;Renta media por hogar;2015;19.639
2102301002 Cerro de Andévalo, El sección 01002;Renta media por persona ;2017;8.763
2102301002 Cerro de Andévalo, El sección 01002;Renta media por persona ;2016;8.379
2102301002 Cerro de Andévalo, El sección 01002;Renta media por persona ;2015;8.206
2102301002 Cerro de Andévalo, El sección 01002;Renta media por hogar;2017;20.383
2102301002 Cerro de Andévalo, El sección 01002;Renta media por hogar;2016;19.568
2102301002 Cerro de Andévalo, El sección 01002;Renta media por hogar;2015;19.738
21030 Chucena;Renta media por persona ;2017;7.952
21030 Chucena;Renta media por persona ;2016;7.566
21030 Chucena;Renta media por persona ;2015;7.202
21030 Chucena;Renta media por hogar;2017;22.683
21030 Chucena;Renta media por hogar;2016;21.727
21030 Chucena;Renta media por hogar;2015;20.501
2103001 Chucena distrito 01;Renta media por persona ;2017;7.952
2103001 Chucena distrito 01;Renta media por persona ;2016;7.566
2103001 Chucena distrito 01;Renta media por persona ;2015;7.202
2103001 Chucena distrito 01;Renta media por hogar;2017;22.683
2103001 Chucena distrito 01;Renta media por hogar;2016;21.727
2103001 Chucena distrito 01;Renta media por hogar;2015;20.501
2103001001 Chucena sección 01001;Renta media por persona ;2017;7.952
2103001001 Chucena sección 01001;Renta media por persona ;2016;7.566
2103001001 Chucena sección 01001;Renta media por persona ;2015;7.202
2103001001 Chucena sección 01001;Renta media por hogar;2017;22.683
2103001001 Chucena sección 01001;Renta media por hogar;2016;21.727
2103001001 Chucena sección 01001;Renta media por hogar;2015;20.501
21024 Corteconcepción;Renta media por persona ;2017;8.759
21024 Corteconcepción;Renta media por persona ;2016;8.547
21024 Corteconcepción;Renta media por persona ;2015;8.701
21024 Corteconcepción;Renta media por hogar;2017;19.857
21024 Corteconcepción;Renta media por hogar;2016;19.086
21024 Corteconcepción;Renta media por hogar;2015;19.791
2102401 Corteconcepción distrito 01;Renta media por persona ;2017;8.759
2102401 Corteconcepción distrito 01;Renta media por persona ;2016;8.547
2102401 Corteconcepción distrito 01;Renta media por persona ;2015;8.701
2102401 Corteconcepción distrito 01;Renta media por hogar;2017;19.857
2102401 Corteconcepción distrito 01;Renta media por hogar;2016;19.086
2102401 Corteconcepción distrito 01;Renta media por hogar;2015;19.791
2102401001 Corteconcepción sección 01001;Renta media por persona ;2017;8.759
2102401001 Corteconcepción sección 01001;Renta media por persona ;2016;8.547
2102401001 Corteconcepción sección 01001;Renta media por persona ;2015;8.701
2102401001 Corteconcepción sección 01001;Renta media por hogar;2017;19.857
2102401001 Corteconcepción sección 01001;Renta media por hogar;2016;19.086
2102401001 Corteconcepción sección 01001;Renta media por hogar;2015;19.791
21025 Cortegana;Renta media por persona ;2017;8.823
21025 Cortegana;Renta media por persona ;2016;8.483
21025 Cortegana;Renta media por persona ;2015;8.243
21025 Cortegana;Renta media por hogar;2017;21.491
21025 Cortegana;Renta media por hogar;2016;20.950
21025 Cortegana;Renta media por hogar;2015;20.460
2102501 Cortegana distrito 01;Renta media por persona ;2017;8.302
2102501 Cortegana distrito 01;Renta media por persona ;2016;7.952
2102501 Cortegana distrito 01;Renta media por persona ;2015;7.645
2102501 Cortegana distrito 01;Renta media por hogar;2017;21.099
2102501 Cortegana distrito 01;Renta media por hogar;2016;20.509
2102501 Cortegana distrito 01;Renta media por hogar;2015;19.748
2102501001 Cortegana sección 01001;Renta media por persona ;2017;8.142
2102501001 Cortegana sección 01001;Renta media por persona ;2016;7.894
2102501001 Cortegana sección 01001;Renta media por persona ;2015;7.782
2102501001 Cortegana sección 01001;Renta media por hogar;2017;19.913
2102501001 Cortegana sección 01001;Renta media por hogar;2016;19.982
2102501001 Cortegana sección 01001;Renta media por hogar;2015;19.095
2102501002 Cortegana sección 01002;Renta media por persona ;2017;7.081
2102501002 Cortegana sección 01002;Renta media por persona ;2016;6.767
2102501002 Cortegana sección 01002;Renta media por persona ;2015;6.647
2102501002 Cortegana sección 01002;Renta media por hogar;2017;18.586
2102501002 Cortegana sección 01002;Renta media por hogar;2016;17.963
2102501002 Cortegana sección 01002;Renta media por hogar;2015;17.779
2102501003 Cortegana sección 01003;Renta media por persona ;2017;9.646
2102501003 Cortegana sección 01003;Renta media por persona ;2016;9.198
2102501003 Cortegana sección 01003;Renta media por persona ;2015;8.605
2102501003 Cortegana sección 01003;Renta media por hogar;2017;24.192
2102501003 Cortegana sección 01003;Renta media por hogar;2016;23.265
2102501003 Cortegana sección 01003;Renta media por hogar;2015;22.026
2102502 Cortegana distrito 02;Renta media por persona ;2017;9.946
2102502 Cortegana distrito 02;Renta media por persona ;2016;9.612
2102502 Cortegana distrito 02;Renta media por persona ;2015;9.483
2102502 Cortegana distrito 02;Renta media por hogar;2017;22.234
2102502 Cortegana distrito 02;Renta media por hogar;2016;21.773
2102502 Cortegana distrito 02;Renta media por hogar;2015;21.774
2102502001 Cortegana sección 02001;Renta media por persona ;2017;9.051
2102502001 Cortegana sección 02001;Renta media por persona ;2016;8.851
2102502001 Cortegana sección 02001;Renta media por persona ;2015;8.585
2102502001 Cortegana sección 02001;Renta media por hogar;2017;21.581
2102502001 Cortegana sección 02001;Renta media por hogar;2016;21.183
2102502001 Cortegana sección 02001;Renta media por hogar;2015;20.876
2102502002 Cortegana sección 02002;Renta media por persona ;2017;11.153
2102502002 Cortegana sección 02002;Renta media por persona ;2016;10.589
2102502002 Cortegana sección 02002;Renta media por persona ;2015;10.614
2102502002 Cortegana sección 02002;Renta media por hogar;2017;22.994
2102502002 Cortegana sección 02002;Renta media por hogar;2016;22.443
2102502002 Cortegana sección 02002;Renta media por hogar;2015;22.772
21026 Cortelazor;Renta media por persona ;2017;8.297
21026 Cortelazor;Renta media por persona ;2016;7.998
21026 Cortelazor;Renta media por persona ;2015;7.859
21026 Cortelazor;Renta media por hogar;2017;16.321
21026 Cortelazor;Renta media por hogar;2016;16.050
21026 Cortelazor;Renta media por hogar;2015;15.719
2102601 Cortelazor distrito 01;Renta media por persona ;2017;8.297
2102601 Cortelazor distrito 01;Renta media por persona ;2016;7.998
2102601 Cortelazor distrito 01;Renta media por persona ;2015;7.859
2102601 Cortelazor distrito 01;Renta media por hogar;2017;16.321
2102601 Cortelazor distrito 01;Renta media por hogar;2016;16.050
2102601 Cortelazor distrito 01;Renta media por hogar;2015;15.719
2102601001 Cortelazor sección 01001;Renta media por persona ;2017;8.297
2102601001 Cortelazor sección 01001;Renta media por persona ;2016;7.998
2102601001 Cortelazor sección 01001;Renta media por persona ;2015;7.859
2102601001 Cortelazor sección 01001;Renta media por hogar;2017;16.321
2102601001 Cortelazor sección 01001;Renta media por hogar;2016;16.050
2102601001 Cortelazor sección 01001;Renta media por hogar;2015;15.719
21027 Cumbres de Enmedio;Renta media por persona ;2017;.
21027 Cumbres de Enmedio;Renta media por persona ;2016;.
21027 Cumbres de Enmedio;Renta media por persona ;2015;.
21027 Cumbres de Enmedio;Renta media por hogar;2017;.
21027 Cumbres de Enmedio;Renta media por hogar;2016;.
21027 Cumbres de Enmedio;Renta media por hogar;2015;.
2102701 Cumbres de Enmedio distrito 01;Renta media por persona ;2017;.
2102701 Cumbres de Enmedio distrito 01;Renta media por persona ;2016;.
2102701 Cumbres de Enmedio distrito 01;Renta media por persona ;2015;.
2102701 Cumbres de Enmedio distrito 01;Renta media por hogar;2017;.
2102701 Cumbres de Enmedio distrito 01;Renta media por hogar;2016;.
2102701 Cumbres de Enmedio distrito 01;Renta media por hogar;2015;.
2102701001 Cumbres de Enmedio sección 01001;Renta media por persona ;2017;.
2102701001 Cumbres de Enmedio sección 01001;Renta media por persona ;2016;.
2102701001 Cumbres de Enmedio sección 01001;Renta media por persona ;2015;.
2102701001 Cumbres de Enmedio sección 01001;Renta media por hogar;2017;.
2102701001 Cumbres de Enmedio sección 01001;Renta media por hogar;2016;.
2102701001 Cumbres de Enmedio sección 01001;Renta media por hogar;2015;.
21028 Cumbres de San Bartolomé;Renta media por persona ;2017;9.061
21028 Cumbres de San Bartolomé;Renta media por persona ;2016;8.473
21028 Cumbres de San Bartolomé;Renta media por persona ;2015;8.259
21028 Cumbres de San Bartolomé;Renta media por hogar;2017;18.366
21028 Cumbres de San Bartolomé;Renta media por hogar;2016;17.308
21028 Cumbres de San Bartolomé;Renta media por hogar;2015;17.032
2102801 Cumbres de San Bartolomé distrito 01;Renta media por persona ;2017;9.061
2102801 Cumbres de San Bartolomé distrito 01;Renta media por persona ;2016;8.473
2102801 Cumbres de San Bartolomé distrito 01;Renta media por persona ;2015;8.259
2102801 Cumbres de San Bartolomé distrito 01;Renta media por hogar;2017;18.366
2102801 Cumbres de San Bartolomé distrito 01;Renta media por hogar;2016;17.308
2102801 Cumbres de San Bartolomé distrito 01;Renta media por hogar;2015;17.032
2102801001 Cumbres de San Bartolomé sección 01001;Renta media por persona ;2017;9.061
2102801001 Cumbres de San Bartolomé sección 01001;Renta media por persona ;2016;8.473
2102801001 Cumbres de San Bartolomé sección 01001;Renta media por persona ;2015;8.259
2102801001 Cumbres de San Bartolomé sección 01001;Renta media por hogar;2017;18.366
2102801001 Cumbres de San Bartolomé sección 01001;Renta media por hogar;2016;17.308
2102801001 Cumbres de San Bartolomé sección 01001;Renta media por hogar;2015;17.032
21029 Cumbres Mayores;Renta media por persona ;2017;8.649
21029 Cumbres Mayores;Renta media por persona ;2016;8.206
21029 Cumbres Mayores;Renta media por persona ;2015;7.879
21029 Cumbres Mayores;Renta media por hogar;2017;19.756
21029 Cumbres Mayores;Renta media por hogar;2016;19.165
21029 Cumbres Mayores;Renta media por hogar;2015;18.503
2102901 Cumbres Mayores distrito 01;Renta media por persona ;2017;8.342
2102901 Cumbres Mayores distrito 01;Renta media por persona ;2016;7.747
2102901 Cumbres Mayores distrito 01;Renta media por persona ;2015;7.510
2102901 Cumbres Mayores distrito 01;Renta media por hogar;2017;19.240
2102901 Cumbres Mayores distrito 01;Renta media por hogar;2016;18.692
2102901 Cumbres Mayores distrito 01;Renta media por hogar;2015;18.231
2102901001 Cumbres Mayores sección 01001;Renta media por persona ;2017;8.342
2102901001 Cumbres Mayores sección 01001;Renta media por persona ;2016;7.747
2102901001 Cumbres Mayores sección 01001;Renta media por persona ;2015;7.510
2102901001 Cumbres Mayores sección 01001;Renta media por hogar;2017;19.240
2102901001 Cumbres Mayores sección 01001;Renta media por hogar;2016;18.692
2102901001 Cumbres Mayores sección 01001;Renta media por hogar;2015;18.231
2102902 Cumbres Mayores distrito 02;Renta media por persona ;2017;9.101
2102902 Cumbres Mayores distrito 02;Renta media por persona ;2016;8.872
2102902 Cumbres Mayores distrito 02;Renta media por persona ;2015;8.409
2102902 Cumbres Mayores distrito 02;Renta media por hogar;2017;20.499
2102902 Cumbres Mayores distrito 02;Renta media por hogar;2016;19.800
2102902 Cumbres Mayores distrito 02;Renta media por hogar;2015;18.864
2102902001 Cumbres Mayores sección 02001;Renta media por persona ;2017;9.101
2102902001 Cumbres Mayores sección 02001;Renta media por persona ;2016;8.872
2102902001 Cumbres Mayores sección 02001;Renta media por persona ;2015;8.409
2102902001 Cumbres Mayores sección 02001;Renta media por hogar;2017;20.499
2102902001 Cumbres Mayores sección 02001;Renta media por hogar;2016;19.800
2102902001 Cumbres Mayores sección 02001;Renta media por hogar;2015;18.864
21031 Encinasola;Renta media por persona ;2017;8.016
21031 Encinasola;Renta media por persona ;2016;7.856
21031 Encinasola;Renta media por persona ;2015;7.754
21031 Encinasola;Renta media por hogar;2017;17.341
21031 Encinasola;Renta media por hogar;2016;17.294
21031 Encinasola;Renta media por hogar;2015;16.833
2103101 Encinasola distrito 01;Renta media por persona ;2017;8.016
2103101 Encinasola distrito 01;Renta media por persona ;2016;7.856
2103101 Encinasola distrito 01;Renta media por persona ;2015;7.754
2103101 Encinasola distrito 01;Renta media por hogar;2017;17.341
2103101 Encinasola distrito 01;Renta media por hogar;2016;17.294
2103101 Encinasola distrito 01;Renta media por hogar;2015;16.833
2103101001 Encinasola sección 01001;Renta media por persona ;2017;8.016
2103101001 Encinasola sección 01001;Renta media por persona ;2016;7.856
2103101001 Encinasola sección 01001;Renta media por persona ;2015;7.754
2103101001 Encinasola sección 01001;Renta media por hogar;2017;17.341
2103101001 Encinasola sección 01001;Renta media por hogar;2016;17.294
2103101001 Encinasola sección 01001;Renta media por hogar;2015;16.833
21032 Escacena del Campo;Renta media por persona ;2017;7.508
21032 Escacena del Campo;Renta media por persona ;2016;7.283
21032 Escacena del Campo;Renta media por persona ;2015;7.160
21032 Escacena del Campo;Renta media por hogar;2017;21.073
21032 Escacena del Campo;Renta media por hogar;2016;20.763
21032 Escacena del Campo;Renta media por hogar;2015;20.697
2103201 Escacena del Campo distrito 01;Renta media por persona ;2017;7.508
2103201 Escacena del Campo distrito 01;Renta media por persona ;2016;7.283
2103201 Escacena del Campo distrito 01;Renta media por persona ;2015;7.160
2103201 Escacena del Campo distrito 01;Renta media por hogar;2017;21.073
2103201 Escacena del Campo distrito 01;Renta media por hogar;2016;20.763
2103201 Escacena del Campo distrito 01;Renta media por hogar;2015;20.697
2103201001 Escacena del Campo sección 01001;Renta media por persona ;2017;7.508
2103201001 Escacena del Campo sección 01001;Renta media por persona ;2016;7.283
2103201001 Escacena del Campo sección 01001;Renta media por persona ;2015;7.160
2103201001 Escacena del Campo sección 01001;Renta media por hogar;2017;21.073
2103201001 Escacena del Campo sección 01001;Renta media por hogar;2016;20.763
2103201001 Escacena del Campo sección 01001;Renta media por hogar;2015;20.697
21033 Fuenteheridos;Renta media por persona ;2017;7.090
21033 Fuenteheridos;Renta media por persona ;2016;6.985
21033 Fuenteheridos;Renta media por persona ;2015;7.189
21033 Fuenteheridos;Renta media por hogar;2017;16.761
21033 Fuenteheridos;Renta media por hogar;2016;16.850
21033 Fuenteheridos;Renta media por hogar;2015;16.748
2103301 Fuenteheridos distrito 01;Renta media por persona ;2017;7.090
2103301 Fuenteheridos distrito 01;Renta media por persona ;2016;6.985
2103301 Fuenteheridos distrito 01;Renta media por persona ;2015;7.189
2103301 Fuenteheridos distrito 01;Renta media por hogar;2017;16.761
2103301 Fuenteheridos distrito 01;Renta media por hogar;2016;16.850
2103301 Fuenteheridos distrito 01;Renta media por hogar;2015;16.748
2103301001 Fuenteheridos sección 01001;Renta media por persona ;2017;7.090
2103301001 Fuenteheridos sección 01001;Renta media por persona ;2016;6.985
2103301001 Fuenteheridos sección 01001;Renta media por persona ;2015;7.189
2103301001 Fuenteheridos sección 01001;Renta media por hogar;2017;16.761
2103301001 Fuenteheridos sección 01001;Renta media por hogar;2016;16.850
2103301001 Fuenteheridos sección 01001;Renta media por hogar;2015;16.748
21034 Galaroza;Renta media por persona ;2017;8.092
21034 Galaroza;Renta media por persona ;2016;7.445
21034 Galaroza;Renta media por persona ;2015;7.332
21034 Galaroza;Renta media por hogar;2017;18.754
21034 Galaroza;Renta media por hogar;2016;17.756
21034 Galaroza;Renta media por hogar;2015;17.480
2103401 Galaroza distrito 01;Renta media por persona ;2017;8.092
2103401 Galaroza distrito 01;Renta media por persona ;2016;7.445
2103401 Galaroza distrito 01;Renta media por persona ;2015;7.332
2103401 Galaroza distrito 01;Renta media por hogar;2017;18.754
2103401 Galaroza distrito 01;Renta media por hogar;2016;17.756
2103401 Galaroza distrito 01;Renta media por hogar;2015;17.480
2103401001 Galaroza sección 01001;Renta media por persona ;2017;8.092
2103401001 Galaroza sección 01001;Renta media por persona ;2016;7.445
2103401001 Galaroza sección 01001;Renta media por persona ;2015;7.332
2103401001 Galaroza sección 01001;Renta media por hogar;2017;18.754
2103401001 Galaroza sección 01001;Renta media por hogar;2016;17.756
2103401001 Galaroza sección 01001;Renta media por hogar;2015;17.480
21035 Gibraleón;Renta media por persona ;2017;8.223
21035 Gibraleón;Renta media por persona ;2016;7.696
21035 Gibraleón;Renta media por persona ;2015;7.511
21035 Gibraleón;Renta media por hogar;2017;21.995
21035 Gibraleón;Renta media por hogar;2016;20.852
21035 Gibraleón;Renta media por hogar;2015;20.171
2103501 Gibraleón distrito 01;Renta media por persona ;2017;8.319
2103501 Gibraleón distrito 01;Renta media por persona ;2016;7.834
2103501 Gibraleón distrito 01;Renta media por persona ;2015;7.567
2103501 Gibraleón distrito 01;Renta media por hogar;2017;22.310
2103501 Gibraleón distrito 01;Renta media por hogar;2016;21.117
2103501 Gibraleón distrito 01;Renta media por hogar;2015;20.254
2103501001 Gibraleón sección 01001;Renta media por persona ;2017;9.148
2103501001 Gibraleón sección 01001;Renta media por persona ;2016;8.666
2103501001 Gibraleón sección 01001;Renta media por persona ;2015;8.200
2103501001 Gibraleón sección 01001;Renta media por hogar;2017;24.044
2103501001 Gibraleón sección 01001;Renta media por hogar;2016;23.242
2103501001 Gibraleón sección 01001;Renta media por hogar;2015;21.918
2103501002 Gibraleón sección 01002;Renta media por persona ;2017;8.139
2103501002 Gibraleón sección 01002;Renta media por persona ;2016;7.729
2103501002 Gibraleón sección 01002;Renta media por persona ;2015;7.445
2103501002 Gibraleón sección 01002;Renta media por hogar;2017;21.896
2103501002 Gibraleón sección 01002;Renta media por hogar;2016;20.926
2103501002 Gibraleón sección 01002;Renta media por hogar;2015;20.307
2103501003 Gibraleón sección 01003;Renta media por persona ;2017;7.952
2103501003 Gibraleón sección 01003;Renta media por persona ;2016;7.375
2103501003 Gibraleón sección 01003;Renta media por persona ;2015;7.258
2103501003 Gibraleón sección 01003;Renta media por hogar;2017;21.547
2103501003 Gibraleón sección 01003;Renta media por hogar;2016;19.856
2103501003 Gibraleón sección 01003;Renta media por hogar;2015;19.060
2103502 Gibraleón distrito 02;Renta media por persona ;2017;8.132
2103502 Gibraleón distrito 02;Renta media por persona ;2016;7.571
2103502 Gibraleón distrito 02;Renta media por persona ;2015;7.460
2103502 Gibraleón distrito 02;Renta media por hogar;2017;21.703
2103502 Gibraleón distrito 02;Renta media por hogar;2016;20.607
