Municipios;Sexo;Periodo;Total
21009 Arroyomolinos de León;Mujeres;2009;514
21009 Arroyomolinos de León;Mujeres;2008;520
21009 Arroyomolinos de León;Mujeres;2007;514
21009 Arroyomolinos de León;Mujeres;2006;523
21009 Arroyomolinos de León;Mujeres;2005;529
21009 Arroyomolinos de León;Mujeres;2004;542
21009 Arroyomolinos de León;Mujeres;2003;550
21009 Arroyomolinos de León;Mujeres;2002;554
21009 Arroyomolinos de León;Mujeres;2001;552
21009 Arroyomolinos de León;Mujeres;2000;563
21009 Arroyomolinos de León;Mujeres;1999;575
21009 Arroyomolinos de León;Mujeres;1998;572
21009 Arroyomolinos de León;Mujeres;1997;""
21009 Arroyomolinos de León;Mujeres;1996;569
21010 Ayamonte;Total;2019;20.946
21010 Ayamonte;Total;2018;""
21010 Ayamonte;Total;2017;""
21010 Ayamonte;Total;2016;""
21010 Ayamonte;Total;2015;""
21010 Ayamonte;Total;2014;""
21010 Ayamonte;Total;2013;""
21010 Ayamonte;Total;2012;""
21010 Ayamonte;Total;2011;""
21010 Ayamonte;Total;2010;""
21010 Ayamonte;Total;2009;""
21010 Ayamonte;Total;2008;""
21010 Ayamonte;Total;2007;""
21010 Ayamonte;Total;2006;""
21010 Ayamonte;Total;2005;""
21010 Ayamonte;Total;2004;""
21010 Ayamonte;Total;2003;""
21010 Ayamonte;Total;2002;""
21010 Ayamonte;Total;2001;""
21010 Ayamonte;Total;2000;""
21010 Ayamonte;Total;1999;""
21010 Ayamonte;Total;1998;""
21010 Ayamonte;Total;1997;""
21010 Ayamonte;Total;1996;""
21010 Ayamonte;Hombres;2019;10.492
21010 Ayamonte;Hombres;2018;10.483
21010 Ayamonte;Hombres;2017;10.369
21010 Ayamonte;Hombres;2016;10.317
21010 Ayamonte;Hombres;2015;10.173
21010 Ayamonte;Hombres;2014;9.823
21010 Ayamonte;Hombres;2013;10.273
21010 Ayamonte;Hombres;2012;10.571
21010 Ayamonte;Hombres;2011;10.480
21010 Ayamonte;Hombres;2010;10.384
21010 Ayamonte;Hombres;2009;10.250
21010 Ayamonte;Hombres;2008;9.933
21010 Ayamonte;Hombres;2007;9.749
21010 Ayamonte;Hombres;2006;9.310
21010 Ayamonte;Hombres;2005;8.927
21010 Ayamonte;Hombres;2004;8.693
21010 Ayamonte;Hombres;2003;8.611
21010 Ayamonte;Hombres;2002;8.537
21010 Ayamonte;Hombres;2001;8.428
21010 Ayamonte;Hombres;2000;8.322
21010 Ayamonte;Hombres;1999;8.320
21010 Ayamonte;Hombres;1998;8.287
21010 Ayamonte;Hombres;1997;""
21010 Ayamonte;Hombres;1996;8.613
21010 Ayamonte;Mujeres;2019;10.454
21010 Ayamonte;Mujeres;2018;10.400
21010 Ayamonte;Mujeres;2017;10.345
21010 Ayamonte;Mujeres;2016;10.312
21010 Ayamonte;Mujeres;2015;10.184
21010 Ayamonte;Mujeres;2014;9.867
21010 Ayamonte;Mujeres;2013;10.133
21010 Ayamonte;Mujeres;2012;10.397
21010 Ayamonte;Mujeres;2011;10.283
21010 Ayamonte;Mujeres;2010;10.213
21010 Ayamonte;Mujeres;2009;10.084
21010 Ayamonte;Mujeres;2008;9.805
21010 Ayamonte;Mujeres;2007;9.631
21010 Ayamonte;Mujeres;2006;9.326
21010 Ayamonte;Mujeres;2005;9.074
21010 Ayamonte;Mujeres;2004;8.930
21010 Ayamonte;Mujeres;2003;8.791
21010 Ayamonte;Mujeres;2002;8.755
21010 Ayamonte;Mujeres;2001;8.656
21010 Ayamonte;Mujeres;2000;8.617
21010 Ayamonte;Mujeres;1999;8.660
21010 Ayamonte;Mujeres;1998;8.604
21010 Ayamonte;Mujeres;1997;""
21010 Ayamonte;Mujeres;1996;8.953
21011 Beas;Total;2019;4.257
21011 Beas;Total;2018;""
21011 Beas;Total;2017;""
21011 Beas;Total;2016;""
21011 Beas;Total;2015;""
21011 Beas;Total;2014;""
21011 Beas;Total;2013;""
21011 Beas;Total;2012;""
21011 Beas;Total;2011;""
21011 Beas;Total;2010;""
21011 Beas;Total;2009;""
21011 Beas;Total;2008;""
21011 Beas;Total;2007;""
21011 Beas;Total;2006;""
21011 Beas;Total;2005;""
21011 Beas;Total;2004;""
21011 Beas;Total;2003;""
21011 Beas;Total;2002;""
21011 Beas;Total;2001;""
21011 Beas;Total;2000;""
21011 Beas;Total;1999;""
21011 Beas;Total;1998;""
21011 Beas;Total;1997;""
21011 Beas;Total;1996;""
21011 Beas;Hombres;2019;2.136
21011 Beas;Hombres;2018;2.135
21011 Beas;Hombres;2017;2.130
21011 Beas;Hombres;2016;2.165
21011 Beas;Hombres;2015;2.181
21011 Beas;Hombres;2014;2.122
21011 Beas;Hombres;2013;2.193
21011 Beas;Hombres;2012;2.169
21011 Beas;Hombres;2011;2.177
21011 Beas;Hombres;2010;2.174
21011 Beas;Hombres;2009;2.151
21011 Beas;Hombres;2008;2.149
21011 Beas;Hombres;2007;2.129
21011 Beas;Hombres;2006;2.110
21011 Beas;Hombres;2005;2.081
21011 Beas;Hombres;2004;2.082
21011 Beas;Hombres;2003;2.032
21011 Beas;Hombres;2002;2.008
21011 Beas;Hombres;2001;2.038
21011 Beas;Hombres;2000;2.062
21011 Beas;Hombres;1999;2.083
21011 Beas;Hombres;1998;2.083
21011 Beas;Hombres;1997;""
21011 Beas;Hombres;1996;2.117
21011 Beas;Mujeres;2019;2.121
21011 Beas;Mujeres;2018;2.101
21011 Beas;Mujeres;2017;2.108
21011 Beas;Mujeres;2016;2.107
21011 Beas;Mujeres;2015;2.123
21011 Beas;Mujeres;2014;2.068
21011 Beas;Mujeres;2013;2.143
21011 Beas;Mujeres;2012;2.152
21011 Beas;Mujeres;2011;2.176
21011 Beas;Mujeres;2010;2.162
21011 Beas;Mujeres;2009;2.142
21011 Beas;Mujeres;2008;2.171
21011 Beas;Mujeres;2007;2.141
21011 Beas;Mujeres;2006;2.100
21011 Beas;Mujeres;2005;2.081
21011 Beas;Mujeres;2004;2.057
21011 Beas;Mujeres;2003;2.004
21011 Beas;Mujeres;2002;2.015
21011 Beas;Mujeres;2001;2.047
21011 Beas;Mujeres;2000;2.062
21011 Beas;Mujeres;1999;2.082
21011 Beas;Mujeres;1998;2.082
21011 Beas;Mujeres;1997;""
21011 Beas;Mujeres;1996;2.115
21012 Berrocal;Total;2019;312
21012 Berrocal;Total;2018;""
21012 Berrocal;Total;2017;""
21012 Berrocal;Total;2016;""
21012 Berrocal;Total;2015;""
21012 Berrocal;Total;2014;""
21012 Berrocal;Total;2013;""
21012 Berrocal;Total;2012;""
21012 Berrocal;Total;2011;""
21012 Berrocal;Total;2010;""
21012 Berrocal;Total;2009;""
21012 Berrocal;Total;2008;""
21012 Berrocal;Total;2007;""
21012 Berrocal;Total;2006;""
21012 Berrocal;Total;2005;""
21012 Berrocal;Total;2004;""
21012 Berrocal;Total;2003;""
21012 Berrocal;Total;2002;""
21012 Berrocal;Total;2001;""
21012 Berrocal;Total;2000;""
21012 Berrocal;Total;1999;""
21012 Berrocal;Total;1998;""
21012 Berrocal;Total;1997;""
21012 Berrocal;Total;1996;""
21012 Berrocal;Hombres;2019;157
21012 Berrocal;Hombres;2018;160
21012 Berrocal;Hombres;2017;169
21012 Berrocal;Hombres;2016;164
21012 Berrocal;Hombres;2015;165
21012 Berrocal;Hombres;2014;158
21012 Berrocal;Hombres;2013;143
21012 Berrocal;Hombres;2012;159
21012 Berrocal;Hombres;2011;165
21012 Berrocal;Hombres;2010;169
21012 Berrocal;Hombres;2009;176
21012 Berrocal;Hombres;2008;179
21012 Berrocal;Hombres;2007;183
21012 Berrocal;Hombres;2006;183
21012 Berrocal;Hombres;2005;180
21012 Berrocal;Hombres;2004;182
21012 Berrocal;Hombres;2003;181
21012 Berrocal;Hombres;2002;184
21012 Berrocal;Hombres;2001;192
21012 Berrocal;Hombres;2000;201
21012 Berrocal;Hombres;1999;206
21012 Berrocal;Hombres;1998;207
21012 Berrocal;Hombres;1997;""
21012 Berrocal;Hombres;1996;213
21012 Berrocal;Mujeres;2019;155
21012 Berrocal;Mujeres;2018;159
21012 Berrocal;Mujeres;2017;161
21012 Berrocal;Mujeres;2016;167
21012 Berrocal;Mujeres;2015;180
21012 Berrocal;Mujeres;2014;171
21012 Berrocal;Mujeres;2013;157
21012 Berrocal;Mujeres;2012;178
21012 Berrocal;Mujeres;2011;184
21012 Berrocal;Mujeres;2010;189
21012 Berrocal;Mujeres;2009;199
21012 Berrocal;Mujeres;2008;197
21012 Berrocal;Mujeres;2007;197
21012 Berrocal;Mujeres;2006;194
21012 Berrocal;Mujeres;2005;191
21012 Berrocal;Mujeres;2004;189
21012 Berrocal;Mujeres;2003;193
21012 Berrocal;Mujeres;2002;194
21012 Berrocal;Mujeres;2001;202
21012 Berrocal;Mujeres;2000;208
21012 Berrocal;Mujeres;1999;206
21012 Berrocal;Mujeres;1998;209
21012 Berrocal;Mujeres;1997;""
21012 Berrocal;Mujeres;1996;215
21013 Bollullos Par del Condado;Total;2019;14.272
21013 Bollullos Par del Condado;Total;2018;""
21013 Bollullos Par del Condado;Total;2017;""
21013 Bollullos Par del Condado;Total;2016;""
21013 Bollullos Par del Condado;Total;2015;""
21013 Bollullos Par del Condado;Total;2014;""
21013 Bollullos Par del Condado;Total;2013;""
21013 Bollullos Par del Condado;Total;2012;""
21013 Bollullos Par del Condado;Total;2011;""
21013 Bollullos Par del Condado;Total;2010;""
21013 Bollullos Par del Condado;Total;2009;""
21013 Bollullos Par del Condado;Total;2008;""
21013 Bollullos Par del Condado;Total;2007;""
21013 Bollullos Par del Condado;Total;2006;""
21013 Bollullos Par del Condado;Total;2005;""
21013 Bollullos Par del Condado;Total;2004;""
21013 Bollullos Par del Condado;Total;2003;""
21013 Bollullos Par del Condado;Total;2002;""
21013 Bollullos Par del Condado;Total;2001;""
21013 Bollullos Par del Condado;Total;2000;""
21013 Bollullos Par del Condado;Total;1999;""
21013 Bollullos Par del Condado;Total;1998;""
21013 Bollullos Par del Condado;Total;1997;""
21013 Bollullos Par del Condado;Total;1996;""
21013 Bollullos Par del Condado;Hombres;2019;7.092
21013 Bollullos Par del Condado;Hombres;2018;7.016
21013 Bollullos Par del Condado;Hombres;2017;7.030
21013 Bollullos Par del Condado;Hombres;2016;7.067
21013 Bollullos Par del Condado;Hombres;2015;7.142
21013 Bollullos Par del Condado;Hombres;2014;7.187
21013 Bollullos Par del Condado;Hombres;2013;7.179
21013 Bollullos Par del Condado;Hombres;2012;7.090
21013 Bollullos Par del Condado;Hombres;2011;7.011
21013 Bollullos Par del Condado;Hombres;2010;6.959
21013 Bollullos Par del Condado;Hombres;2009;6.912
21013 Bollullos Par del Condado;Hombres;2008;6.928
21013 Bollullos Par del Condado;Hombres;2007;6.843
21013 Bollullos Par del Condado;Hombres;2006;6.743
21013 Bollullos Par del Condado;Hombres;2005;6.670
21013 Bollullos Par del Condado;Hombres;2004;6.555
21013 Bollullos Par del Condado;Hombres;2003;6.513
21013 Bollullos Par del Condado;Hombres;2002;6.462
21013 Bollullos Par del Condado;Hombres;2001;6.420
21013 Bollullos Par del Condado;Hombres;2000;6.378
21013 Bollullos Par del Condado;Hombres;1999;6.330
21013 Bollullos Par del Condado;Hombres;1998;6.279
21013 Bollullos Par del Condado;Hombres;1997;""
21013 Bollullos Par del Condado;Hombres;1996;6.333
21013 Bollullos Par del Condado;Mujeres;2019;7.180
21013 Bollullos Par del Condado;Mujeres;2018;7.098
21013 Bollullos Par del Condado;Mujeres;2017;7.065
21013 Bollullos Par del Condado;Mujeres;2016;7.110
21013 Bollullos Par del Condado;Mujeres;2015;7.182
21013 Bollullos Par del Condado;Mujeres;2014;7.206
21013 Bollullos Par del Condado;Mujeres;2013;7.215
21013 Bollullos Par del Condado;Mujeres;2012;7.120
21013 Bollullos Par del Condado;Mujeres;2011;7.044
21013 Bollullos Par del Condado;Mujeres;2010;7.000
21013 Bollullos Par del Condado;Mujeres;2009;6.979
21013 Bollullos Par del Condado;Mujeres;2008;6.978
21013 Bollullos Par del Condado;Mujeres;2007;6.894
21013 Bollullos Par del Condado;Mujeres;2006;6.757
21013 Bollullos Par del Condado;Mujeres;2005;6.665
21013 Bollullos Par del Condado;Mujeres;2004;6.588
21013 Bollullos Par del Condado;Mujeres;2003;6.528
21013 Bollullos Par del Condado;Mujeres;2002;6.503
21013 Bollullos Par del Condado;Mujeres;2001;6.452
21013 Bollullos Par del Condado;Mujeres;2000;6.444
21013 Bollullos Par del Condado;Mujeres;1999;6.397
21013 Bollullos Par del Condado;Mujeres;1998;6.355
21013 Bollullos Par del Condado;Mujeres;1997;""
21013 Bollullos Par del Condado;Mujeres;1996;6.408
21014 Bonares;Total;2019;6.058
21014 Bonares;Total;2018;""
21014 Bonares;Total;2017;""
21014 Bonares;Total;2016;""
21014 Bonares;Total;2015;""
21014 Bonares;Total;2014;""
21014 Bonares;Total;2013;""
21014 Bonares;Total;2012;""
21014 Bonares;Total;2011;""
21014 Bonares;Total;2010;""
21014 Bonares;Total;2009;""
21014 Bonares;Total;2008;""
21014 Bonares;Total;2007;""
21014 Bonares;Total;2006;""
21014 Bonares;Total;2005;""
21014 Bonares;Total;2004;""
21014 Bonares;Total;2003;""
21014 Bonares;Total;2002;""
21014 Bonares;Total;2001;""
21014 Bonares;Total;2000;""
21014 Bonares;Total;1999;""
21014 Bonares;Total;1998;""
21014 Bonares;Total;1997;""
21014 Bonares;Total;1996;""
21014 Bonares;Hombres;2019;3.012
21014 Bonares;Hombres;2018;3.017
21014 Bonares;Hombres;2017;3.004
21014 Bonares;Hombres;2016;3.002
21014 Bonares;Hombres;2015;3.032
21014 Bonares;Hombres;2014;3.097
21014 Bonares;Hombres;2013;3.115
21014 Bonares;Hombres;2012;3.088
21014 Bonares;Hombres;2011;3.108
21014 Bonares;Hombres;2010;3.092
21014 Bonares;Hombres;2009;3.054
21014 Bonares;Hombres;2008;2.895
21014 Bonares;Hombres;2007;2.844
21014 Bonares;Hombres;2006;2.827
21014 Bonares;Hombres;2005;2.728
21014 Bonares;Hombres;2004;2.703
21014 Bonares;Hombres;2003;2.736
21014 Bonares;Hombres;2002;2.734
21014 Bonares;Hombres;2001;2.681
21014 Bonares;Hombres;2000;2.609
21014 Bonares;Hombres;1999;2.568
21014 Bonares;Hombres;1998;2.563
21014 Bonares;Hombres;1997;""
21014 Bonares;Hombres;1996;2.559
21014 Bonares;Mujeres;2019;3.046
21014 Bonares;Mujeres;2018;3.043
21014 Bonares;Mujeres;2017;3.021
21014 Bonares;Mujeres;2016;3.019
21014 Bonares;Mujeres;2015;3.058
21014 Bonares;Mujeres;2014;3.147
21014 Bonares;Mujeres;2013;3.167
21014 Bonares;Mujeres;2012;3.106
21014 Bonares;Mujeres;2011;3.081
21014 Bonares;Mujeres;2010;3.053
21014 Bonares;Mujeres;2009;2.961
21014 Bonares;Mujeres;2008;2.867
21014 Bonares;Mujeres;2007;2.758
21014 Bonares;Mujeres;2006;2.666
21014 Bonares;Mujeres;2005;2.582
21014 Bonares;Mujeres;2004;2.564
21014 Bonares;Mujeres;2003;2.559
21014 Bonares;Mujeres;2002;2.537
21014 Bonares;Mujeres;2001;2.552
21014 Bonares;Mujeres;2000;2.513
21014 Bonares;Mujeres;1999;2.495
21014 Bonares;Mujeres;1998;2.493
21014 Bonares;Mujeres;1997;""
21014 Bonares;Mujeres;1996;2.497
21015 Cabezas Rubias;Total;2019;730
21015 Cabezas Rubias;Total;2018;""
21015 Cabezas Rubias;Total;2017;""
21015 Cabezas Rubias;Total;2016;""
21015 Cabezas Rubias;Total;2015;""
21015 Cabezas Rubias;Total;2014;""
21015 Cabezas Rubias;Total;2013;""
21015 Cabezas Rubias;Total;2012;""
21015 Cabezas Rubias;Total;2011;""
21015 Cabezas Rubias;Total;2010;""
21015 Cabezas Rubias;Total;2009;""
21015 Cabezas Rubias;Total;2008;""
21015 Cabezas Rubias;Total;2007;""
21015 Cabezas Rubias;Total;2006;""
21015 Cabezas Rubias;Total;2005;""
21015 Cabezas Rubias;Total;2004;""
21015 Cabezas Rubias;Total;2003;""
21015 Cabezas Rubias;Total;2002;""
21015 Cabezas Rubias;Total;2001;""
21015 Cabezas Rubias;Total;2000;""
21015 Cabezas Rubias;Total;1999;""
21015 Cabezas Rubias;Total;1998;""
21015 Cabezas Rubias;Total;1997;""
21015 Cabezas Rubias;Total;1996;""
21015 Cabezas Rubias;Hombres;2019;383
21015 Cabezas Rubias;Hombres;2018;387
21015 Cabezas Rubias;Hombres;2017;385
21015 Cabezas Rubias;Hombres;2016;379
21015 Cabezas Rubias;Hombres;2015;387
21015 Cabezas Rubias;Hombres;2014;395
21015 Cabezas Rubias;Hombres;2013;410
21015 Cabezas Rubias;Hombres;2012;436
21015 Cabezas Rubias;Hombres;2011;453
21015 Cabezas Rubias;Hombres;2010;467
21015 Cabezas Rubias;Hombres;2009;467
21015 Cabezas Rubias;Hombres;2008;449
21015 Cabezas Rubias;Hombres;2007;450
21015 Cabezas Rubias;Hombres;2006;449
21015 Cabezas Rubias;Hombres;2005;458
21015 Cabezas Rubias;Hombres;2004;470
21015 Cabezas Rubias;Hombres;2003;487
21015 Cabezas Rubias;Hombres;2002;484
21015 Cabezas Rubias;Hombres;2001;496
21015 Cabezas Rubias;Hombres;2000;498
21015 Cabezas Rubias;Hombres;1999;500
21015 Cabezas Rubias;Hombres;1998;500
21015 Cabezas Rubias;Hombres;1997;""
21015 Cabezas Rubias;Hombres;1996;517
21015 Cabezas Rubias;Mujeres;2019;347
21015 Cabezas Rubias;Mujeres;2018;354
21015 Cabezas Rubias;Mujeres;2017;349
21015 Cabezas Rubias;Mujeres;2016;352
21015 Cabezas Rubias;Mujeres;2015;357
21015 Cabezas Rubias;Mujeres;2014;365
21015 Cabezas Rubias;Mujeres;2013;371
21015 Cabezas Rubias;Mujeres;2012;375
21015 Cabezas Rubias;Mujeres;2011;394
21015 Cabezas Rubias;Mujeres;2010;402
21015 Cabezas Rubias;Mujeres;2009;398
21015 Cabezas Rubias;Mujeres;2008;402
21015 Cabezas Rubias;Mujeres;2007;409
21015 Cabezas Rubias;Mujeres;2006;409
21015 Cabezas Rubias;Mujeres;2005;415
21015 Cabezas Rubias;Mujeres;2004;429
21015 Cabezas Rubias;Mujeres;2003;448
21015 Cabezas Rubias;Mujeres;2002;445
21015 Cabezas Rubias;Mujeres;2001;460
21015 Cabezas Rubias;Mujeres;2000;464
21015 Cabezas Rubias;Mujeres;1999;469
21015 Cabezas Rubias;Mujeres;1998;473
21015 Cabezas Rubias;Mujeres;1997;""
21015 Cabezas Rubias;Mujeres;1996;492
21016 Cala;Total;2019;1.167
21016 Cala;Total;2018;""
21016 Cala;Total;2017;""
21016 Cala;Total;2016;""
21016 Cala;Total;2015;""
21016 Cala;Total;2014;""
21016 Cala;Total;2013;""
21016 Cala;Total;2012;""
21016 Cala;Total;2011;""
21016 Cala;Total;2010;""
21016 Cala;Total;2009;""
21016 Cala;Total;2008;""
21016 Cala;Total;2007;""
21016 Cala;Total;2006;""
21016 Cala;Total;2005;""
21016 Cala;Total;2004;""
21016 Cala;Total;2003;""
21016 Cala;Total;2002;""
21016 Cala;Total;2001;""
21016 Cala;Total;2000;""
21016 Cala;Total;1999;""
21016 Cala;Total;1998;""
21016 Cala;Total;1997;""
21016 Cala;Total;1996;""
21016 Cala;Hombres;2019;587
21016 Cala;Hombres;2018;600
21016 Cala;Hombres;2017;609
21016 Cala;Hombres;2016;621
21016 Cala;Hombres;2015;633
21016 Cala;Hombres;2014;626
21016 Cala;Hombres;2013;634
21016 Cala;Hombres;2012;644
21016 Cala;Hombres;2011;647
21016 Cala;Hombres;2010;664
21016 Cala;Hombres;2009;662
21016 Cala;Hombres;2008;662
21016 Cala;Hombres;2007;651
21016 Cala;Hombres;2006;662
21016 Cala;Hombres;2005;674
21016 Cala;Hombres;2004;667
21016 Cala;Hombres;2003;684
21016 Cala;Hombres;2002;676
21016 Cala;Hombres;2001;700
21016 Cala;Hombres;2000;704
21016 Cala;Hombres;1999;725
21016 Cala;Hombres;1998;724
21016 Cala;Hombres;1997;""
21016 Cala;Hombres;1996;748
21016 Cala;Mujeres;2019;580
21016 Cala;Mujeres;2018;584
21016 Cala;Mujeres;2017;593
21016 Cala;Mujeres;2016;615
21016 Cala;Mujeres;2015;619
21016 Cala;Mujeres;2014;618
21016 Cala;Mujeres;2013;630
21016 Cala;Mujeres;2012;645
21016 Cala;Mujeres;2011;655
21016 Cala;Mujeres;2010;662
21016 Cala;Mujeres;2009;665
21016 Cala;Mujeres;2008;648
21016 Cala;Mujeres;2007;636
21016 Cala;Mujeres;2006;646
21016 Cala;Mujeres;2005;650
21016 Cala;Mujeres;2004;648
21016 Cala;Mujeres;2003;660
21016 Cala;Mujeres;2002;680
21016 Cala;Mujeres;2001;704
21016 Cala;Mujeres;2000;710
21016 Cala;Mujeres;1999;732
21016 Cala;Mujeres;1998;726
21016 Cala;Mujeres;1997;""
21016 Cala;Mujeres;1996;745
21017 Calañas;Total;2019;2.791
21017 Calañas;Total;2018;""
21017 Calañas;Total;2017;""
21017 Calañas;Total;2016;""
21017 Calañas;Total;2015;""
21017 Calañas;Total;2014;""
21017 Calañas;Total;2013;""
21017 Calañas;Total;2012;""
21017 Calañas;Total;2011;""
21017 Calañas;Total;2010;""
21017 Calañas;Total;2009;""
21017 Calañas;Total;2008;""
21017 Calañas;Total;2007;""
21017 Calañas;Total;2006;""
21017 Calañas;Total;2005;""
21017 Calañas;Total;2004;""
21017 Calañas;Total;2003;""
21017 Calañas;Total;2002;""
21017 Calañas;Total;2001;""
21017 Calañas;Total;2000;""
21017 Calañas;Total;1999;""
21017 Calañas;Total;1998;""
21017 Calañas;Total;1997;""
21017 Calañas;Total;1996;""
21017 Calañas;Hombres;2019;1.422
21017 Calañas;Hombres;2018;2.068
21017 Calañas;Hombres;2017;2.093
21017 Calañas;Hombres;2016;2.151
21017 Calañas;Hombres;2015;2.166
21017 Calañas;Hombres;2014;2.100
21017 Calañas;Hombres;2013;2.083
21017 Calañas;Hombres;2012;2.068
21017 Calañas;Hombres;2011;2.062
21017 Calañas;Hombres;2010;2.121
21017 Calañas;Hombres;2009;2.109
21017 Calañas;Hombres;2008;2.149
21017 Calañas;Hombres;2007;2.146
21017 Calañas;Hombres;2006;2.165
21017 Calañas;Hombres;2005;2.216
21017 Calañas;Hombres;2004;2.237
21017 Calañas;Hombres;2003;2.243
21017 Calañas;Hombres;2002;2.273
21017 Calañas;Hombres;2001;2.288
21017 Calañas;Hombres;2000;2.315
21017 Calañas;Hombres;1999;2.401
21017 Calañas;Hombres;1998;2.432
21017 Calañas;Hombres;1997;""
21017 Calañas;Hombres;1996;2.465
21017 Calañas;Mujeres;2019;1.369
21017 Calañas;Mujeres;2018;2.009
21017 Calañas;Mujeres;2017;2.006
21017 Calañas;Mujeres;2016;2.074
21017 Calañas;Mujeres;2015;2.072
21017 Calañas;Mujeres;2014;2.067
21017 Calañas;Mujeres;2013;2.082
21017 Calañas;Mujeres;2012;2.091
21017 Calañas;Mujeres;2011;2.125
21017 Calañas;Mujeres;2010;2.163
21017 Calañas;Mujeres;2009;2.176
21017 Calañas;Mujeres;2008;2.188
21017 Calañas;Mujeres;2007;2.209
21017 Calañas;Mujeres;2006;2.235
21017 Calañas;Mujeres;2005;2.262
21017 Calañas;Mujeres;2004;2.297
21017 Calañas;Mujeres;2003;2.310
21017 Calañas;Mujeres;2002;2.346
21017 Calañas;Mujeres;2001;2.358
21017 Calañas;Mujeres;2000;2.410
21017 Calañas;Mujeres;1999;2.472
21017 Calañas;Mujeres;1998;2.496
21017 Calañas;Mujeres;1997;""
21017 Calañas;Mujeres;1996;2.509
21018 Campillo, El;Total;2019;2.023
21018 Campillo, El;Total;2018;""
21018 Campillo, El;Total;2017;""
